;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 15/09/2021 20:39:39
;----------------------------------------------

;Address Opcode 	ASM
0x0683	0x00F4      	MOVWF      R4
0x0684	0x3003      	MOVLW      3
0x0685	0x00F5      	MOVWF      R4+1
0x0686	0x01F6      	CLRF       R4+2
0x0687	0x01F7      	CLRF       R4+3
0x0688	0x0864      	MOVF       FLOC__Fahrenheit+8, 0
0x0689	0x00F0      	MOVWF      R0
0x068A	0x0865      	MOVF       FLOC__Fahrenheit+9, 0
0x068B	0x00F1      	MOVWF      R0+1
0x068C	0x0866      	MOVF       FLOC__Fahrenheit+10, 0
0x068D	0x00F2      	MOVWF      R0+2
0x068E	0x0867      	MOVF       FLOC__Fahrenheit+11, 0
0x068F	0x00F3      	MOVWF      R0+3
0x0690	0x2152      	CALL       _Div_32x32_U
0x0691	0x0878      	MOVF       R8, 0
0x0692	0x00F0      	MOVWF      R0
0x0693	0x0879      	MOVF       R8+1, 0
0x0694	0x00F1      	MOVWF      R0+1
0x0695	0x087A      	MOVF       R8+2, 0
0x0696	0x00F2      	MOVWF      R0+2
0x0697	0x087B      	MOVF       R8+3, 0
0x0698	0x00F3      	MOVWF      R0+3
0x0699	0x300A      	MOVLW      10
0x069A	0x00F4      	MOVWF      R4
0x069B	0x01F5      	CLRF       R4+1
0x069C	0x01F6      	CLRF       R4+2
0x069D	0x01F7      	CLRF       R4+3
0x069E	0x24B0      	CALL       _Mul_32x32_U
0x069F	0x0870      	MOVF       R0, 0
0x06A0	0x00DC      	MOVWF      FLOC__Fahrenheit
0x06A1	0x0871      	MOVF       R0+1, 0
0x06A2	0x00DD      	MOVWF      FLOC__Fahrenheit+1
0x06A3	0x0872      	MOVF       R0+2, 0
0x06A4	0x00DE      	MOVWF      FLOC__Fahrenheit+2
0x06A5	0x0873      	MOVF       R0+3, 0
0x06A6	0x00DF      	MOVWF      FLOC__Fahrenheit+3
0x06A7	0x30FF      	MOVLW      255
0x06A8	0x00F4      	MOVWF      R4
0x06A9	0x3003      	MOVLW      3
0x06AA	0x00F5      	MOVWF      R4+1
0x06AB	0x01F6      	CLRF       R4+2
0x06AC	0x01F7      	CLRF       R4+3
0x06AD	0x085C      	MOVF       FLOC__Fahrenheit, 0
0x06AE	0x00F0      	MOVWF      R0
0x06AF	0x085D      	MOVF       FLOC__Fahrenheit+1, 0
0x06B0	0x00F1      	MOVWF      R0+1
0x06B1	0x085E      	MOVF       FLOC__Fahrenheit+2, 0
0x06B2	0x00F2      	MOVWF      R0+2
0x06B3	0x085F      	MOVF       FLOC__Fahrenheit+3, 0
0x06B4	0x00F3      	MOVWF      R0+3
0x06B5	0x2152      	CALL       _Div_32x32_U
0x06B6	0x0870      	MOVF       R0, 0
0x06B7	0x00D8      	MOVWF      _dec1
;MyProject.c,243 :: 		dec2 = (((((store*vdd*factor)%ad_resolution)*10)%ad_resolution)*10)/ad_resolution;
0x06B8	0x30FF      	MOVLW      255
0x06B9	0x00F4      	MOVWF      R4
0x06BA	0x3003      	MOVLW      3
0x06BB	0x00F5      	MOVWF      R4+1
0x06BC	0x01F6      	CLRF       R4+2
0x06BD	0x01F7      	CLRF       R4+3
0x06BE	0x085C      	MOVF       FLOC__Fahrenheit, 0
0x06BF	0x00F0      	MOVWF      R0
0x06C0	0x085D      	MOVF       FLOC__Fahrenheit+1, 0
0x06C1	0x00F1      	MOVWF      R0+1
0x06C2	0x085E      	MOVF       FLOC__Fahrenheit+2, 0
0x06C3	0x00F2      	MOVWF      R0+2
0x06C4	0x085F      	MOVF       FLOC__Fahrenheit+3, 0
0x06C5	0x00F3      	MOVWF      R0+3
0x06C6	0x2152      	CALL       _Div_32x32_U
0x06C7	0x0878      	MOVF       R8, 0
0x06C8	0x00F0      	MOVWF      R0
0x06C9	0x0879      	MOVF       R8+1, 0
0x06CA	0x00F1      	MOVWF      R0+1
0x06CB	0x087A      	MOVF       R8+2, 0
0x06CC	0x00F2      	MOVWF      R0+2
0x06CD	0x087B      	MOVF       R8+3, 0
0x06CE	0x00F3      	MOVWF      R0+3
0x06CF	0x300A      	MOVLW      10
0x06D0	0x00F4      	MOVWF      R4
0x06D1	0x01F5      	CLRF       R4+1
0x06D2	0x01F6      	CLRF       R4+2
0x06D3	0x01F7      	CLRF       R4+3
0x06D4	0x24B0      	CALL       _Mul_32x32_U
0x06D5	0x30FF      	MOVLW      255
0x06D6	0x00F4      	MOVWF      R4
0x06D7	0x3003      	MOVLW      3
0x06D8	0x00F5      	MOVWF      R4+1
0x06D9	0x01F6      	CLRF       R4+2
0x06DA	0x01F7      	CLRF       R4+3
0x06DB	0x2152      	CALL       _Div_32x32_U
0x06DC	0x0870      	MOVF       R0, 0
0x06DD	0x00D7      	MOVWF      _dec2
;MyProject.c,245 :: 		disp_t;              //chama a macro
0x06DE	0x3002      	MOVLW      2
0x06DF	0x00ED      	MOVWF      FARG_Lcd_Chr_row
0x06E0	0x3009      	MOVLW      9
0x06E1	0x00EE      	MOVWF      FARG_Lcd_Chr_column
0x06E2	0x3030      	MOVLW      48
0x06E3	0x0760      	ADDWF      FLOC__Fahrenheit+4, 0
0x06E4	0x00EF      	MOVWF      FARG_Lcd_Chr_out_char
0x06E5	0x2324      	CALL       _Lcd_Chr
0x06E6	0x3030      	MOVLW      48
0x06E7	0x0750      	ADDWF      _unidade, 0
0x06E8	0x00ED      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x06E9	0x2106      	CALL       _Lcd_Chr_CP
0x06EA	0x302E      	MOVLW      46
0x06EB	0x00ED      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x06EC	0x2106      	CALL       _Lcd_Chr_CP
0x06ED	0x3030      	MOVLW      48
0x06EE	0x0758      	ADDWF      _dec1, 0
0x06EF	0x00ED      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x06F0	0x2106      	CALL       _Lcd_Chr_CP
0x06F1	0x3030      	MOVLW      48
0x06F2	0x0757      	ADDWF      _dec2, 0
0x06F3	0x00ED      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x06F4	0x2106      	CALL       _Lcd_Chr_CP
0x06F5	0x3002      	MOVLW      2
0x06F6	0x00E8      	MOVWF      FARG_CustomChar_pos_row
0x06F7	0x300E      	MOVLW      14
0x06F8	0x00E9      	MOVWF      FARG_CustomChar_pos_char
0x06F9	0x2572      	CALL       _CustomChar
;MyProject.c,247 :: 		Lcd_Out(2,15,"F");   //escreve "F" de Fahrenheit no display
0x06FA	0x3002      	MOVLW      2
0x06FB	0x00E8      	MOVWF      FARG_Lcd_Out_row
0x06FC	0x300F      	MOVLW      15
0x06FD	0x00E9      	MOVWF      FARG_Lcd_Out_column
0x06FE	0x3036      	MOVLW      ?lstr4_MyProject
0x06FF	0x00EA      	MOVWF      FARG_Lcd_Out_text
0x0700	0x245B      	CALL       _Lcd_Out
;MyProject.c,250 :: 		delay_ms(800);       //taxa de atualização do display e das medidas
0x0701	0x3009      	MOVLW      9
0x0702	0x00FB      	MOVWF      R11
0x0703	0x301E      	MOVLW      30
0x0704	0x00FC      	MOVWF      R12
0x0705	0x30E4      	MOVLW      228
0x0706	0x00FD      	MOVWF      R13
L_Fahrenheit20:
0x0707	0x0BFD      	DECFSZ     R13, 1
0x0708	0x2F07      	GOTO       L_Fahrenheit20
0x0709	0x0BFC      	DECFSZ     R12, 1
0x070A	0x2F07      	GOTO       L_Fahrenheit20
0x070B	0x0BFB      	DECFSZ     R11, 1
0x070C	0x2F07      	GOTO       L_Fahrenheit20
0x070D	0x0000      	NOP
;MyProject.c,252 :: 		}
L_end_Fahrenheit:
0x070E	0x0008      	RETURN
; end of _Fahrenheit
_Ligar:
;MyProject.c,182 :: 		void Ligar()
;MyProject.c,184 :: 		RD3_bit = 0x01;                //Liga o led indicativo da saida principal
0x070F	0x1283      	BCF        STATUS, 5
0x0710	0x1303      	BCF        STATUS, 6
0x0711	0x1588      	BSF        RD3_bit, BitPos(RD3_bit+0)
;MyProject.c,185 :: 		RD4_bit = 0x00;                //Deliga o led de standy_by
0x0712	0x1208      	BCF        RD4_bit, BitPos(RD4_bit+0)
;MyProject.c,186 :: 		}
L_end_Ligar:
0x0713	0x0008      	RETURN
; end of _Ligar
_Desliga:
;MyProject.c,187 :: 		void Desliga()
;MyProject.c,189 :: 		RD4_bit = 0x01;
0x0714	0x1283      	BCF        STATUS, 5
0x0715	0x1303      	BCF        STATUS, 6
0x0716	0x1608      	BSF        RD4_bit, BitPos(RD4_bit+0)
;MyProject.c,190 :: 		RD3_bit = 0x00;
0x0717	0x1188      	BCF        RD3_bit, BitPos(RD3_bit+0)
;MyProject.c,191 :: 		}
L_end_Desliga:
0x0718	0x0008      	RETURN
; end of _Desliga
_Liga_Saida1:
;MyProject.c,193 :: 		void Liga_Saida1()
;MyProject.c,195 :: 		RD0_bit = 0x01;
0x0719	0x1283      	BCF        STATUS, 5
0x071A	0x1303      	BCF        STATUS, 6
0x071B	0x1408      	BSF        RD0_bit, BitPos(RD0_bit+0)
;MyProject.c,196 :: 		}
L_end_Liga_Saida1:
0x071C	0x0008      	RETURN
; end of _Liga_Saida1
_Des_Saida1:
;MyProject.c,203 :: 		void Des_Saida1()
;MyProject.c,205 :: 		RD0_bit = 0x00;
0x071D	0x1283      	BCF        STATUS, 5
0x071E	0x1303      	BCF        STATUS, 6
0x071F	0x1008      	BCF        RD0_bit, BitPos(RD0_bit+0)
;MyProject.c,206 :: 		}
L_end_Des_Saida1:
0x0720	0x0008      	RETURN
; end of _Des_Saida1
_Liga_Saida2:
;MyProject.c,198 :: 		void Liga_Saida2()
;MyProject.c,200 :: 		RD1_bit = 0x01;
0x0721	0x1283      	BCF        STATUS, 5
0x0722	0x1303      	BCF        STATUS, 6
0x0723	0x1488      	BSF        RD1_bit, BitPos(RD1_bit+0)
;MyProject.c,201 :: 		}
L_end_Liga_Saida2:
0x0724	0x0008      	RETURN
; end of _Liga_Saida2
_Des_Saida2:
;MyProject.c,208 :: 		void Des_Saida2()
;MyProject.c,210 :: 		RD1_bit = 0x00;
0x0725	0x1283      	BCF        STATUS, 5
0x0726	0x1303      	BCF        STATUS, 6
0x0727	0x1088      	BCF        RD1_bit, BitPos(RD1_bit+0)
;MyProject.c,211 :: 		}
L_end_Des_Saida2:
0x0728	0x0008      	RETURN
; end of _Des_Saida2
_Lcd_Init:
;__Lib_Lcd.c,84 :: 		
;__Lib_Lcd.c,86 :: 		
0x0729	0x1683      	BSF        STATUS, 5
0x072A	0x1303      	BCF        STATUS, 6
0x072B	0x1187      	BCF        LCD_EN_Direction, BitPos(LCD_EN_Direction+0)
;__Lib_Lcd.c,87 :: 		
0x072C	0x1107      	BCF        LCD_RS_Direction, BitPos(LCD_RS_Direction+0)
;__Lib_Lcd.c,88 :: 		
0x072D	0x1207      	BCF        LCD_D4_Direction, BitPos(LCD_D4_Direction+0)
;__Lib_Lcd.c,89 :: 		
0x072E	0x1287      	BCF        LCD_D5_Direction, BitPos(LCD_D5_Direction+0)
;__Lib_Lcd.c,90 :: 		
0x072F	0x1307      	BCF        LCD_D6_Direction, BitPos(LCD_D6_Direction+0)
;__Lib_Lcd.c,91 :: 		
0x0730	0x1387      	BCF        LCD_D7_Direction, BitPos(LCD_D7_Direction+0)
;__Lib_Lcd.c,93 :: 		
0x0731	0x1283      	BCF        STATUS, 5
0x0732	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,94 :: 		
0x0733	0x1107      	BCF        LCD_RS, BitPos(LCD_RS+0)
;__Lib_Lcd.c,95 :: 		
0x0734	0x1387      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,96 :: 		
0x0735	0x1307      	BCF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,97 :: 		
0x0736	0x1287      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,98 :: 		
0x0737	0x1207      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,100 :: 		
0x0738	0x2074      	CALL       _Delay_5500us
;__Lib_Lcd.c,101 :: 		
0x0739	0x2074      	CALL       _Delay_5500us
;__Lib_Lcd.c,102 :: 		
0x073A	0x2074      	CALL       _Delay_5500us
;__Lib_Lcd.c,105 :: 		
0x073B	0x1687      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,106 :: 		
0x073C	0x1607      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,107 :: 		
0x073D	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,108 :: 		
0x073E	0x2081      	CALL       _Delay_1us
;__Lib_Lcd.c,109 :: 		
0x073F	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,110 :: 		
0x0740	0x2074      	CALL       _Delay_5500us
;__Lib_Lcd.c,112 :: 		
0x0741	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,113 :: 		
0x0742	0x2081      	CALL       _Delay_1us
;__Lib_Lcd.c,114 :: 		
0x0743	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,115 :: 		
0x0744	0x2074      	CALL       _Delay_5500us
;__Lib_Lcd.c,117 :: 		
0x0745	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,118 :: 		
0x0746	0x2081      	CALL       _Delay_1us
;__Lib_Lcd.c,119 :: 		
0x0747	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,120 :: 		
0x0748	0x2074      	CALL       _Delay_5500us
;__Lib_Lcd.c,123 :: 		
0x0749	0x1207      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,124 :: 		
0x074A	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,125 :: 		
0x074B	0x2081      	CALL       _Delay_1us
;__Lib_Lcd.c,126 :: 		
0x074C	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,127 :: 		
0x074D	0x2074      	CALL       _Delay_5500us
;__Lib_Lcd.c,130 :: 		
0x074E	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,131 :: 		
0x074F	0x2081      	CALL       _Delay_1us
;__Lib_Lcd.c,132 :: 		
0x0750	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,134 :: 		
0x0751	0x1287      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,135 :: 		
0x0752	0x1787      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,136 :: 		
0x0753	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,137 :: 		
0x0754	0x2081      	CALL       _Delay_1us
;__Lib_Lcd.c,138 :: 		
0x0755	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,139 :: 		
0x0756	0x2074      	CALL       _Delay_5500us
;__Lib_Lcd.c,142 :: 		
0x0757	0x1387      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,143 :: 		
0x0758	0x1607      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,144 :: 		
0x0759	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,145 :: 		
0x075A	0x2081      	CALL       _Delay_1us
;__Lib_Lcd.c,146 :: 		
0x075B	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,148 :: 		
0x075C	0x1207      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,149 :: 		
0x075D	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,150 :: 		
0x075E	0x2081      	CALL       _Delay_1us
;__Lib_Lcd.c,151 :: 		
0x075F	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,152 :: 		
0x0760	0x2074      	CALL       _Delay_5500us
;__Lib_Lcd.c,155 :: 		
0x0761	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,156 :: 		
0x0762	0x2081      	CALL       _Delay_1us
;__Lib_Lcd.c,157 :: 		
0x0763	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,159 :: 		
0x0764	0x1607      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,160 :: 		
0x0765	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,161 :: 		
0x0766	0x2081      	CALL       _Delay_1us
;__Lib_Lcd.c,162 :: 		
0x0767	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,163 :: 		
0x0768	0x2074      	CALL       _Delay_5500us
;__Lib_Lcd.c,166 :: 		
0x0769	0x1207      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,167 :: 		
0x076A	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,168 :: 		
0x076B	0x2081      	CALL       _Delay_1us
;__Lib_Lcd.c,169 :: 		
0x076C	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,171 :: 		
0x076D	0x1787      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,172 :: 		
0x076E	0x1707      	BSF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,173 :: 		
0x076F	0x1687      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,174 :: 		
0x0770	0x1607      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,175 :: 		
0x0771	0x1587      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,176 :: 		
0x0772	0x2081      	CALL       _Delay_1us
;__Lib_Lcd.c,177 :: 		
0x0773	0x1187      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,179 :: 		
0x0774	0x2074      	CALL       _Delay_5500us
;__Lib_Lcd.c,181 :: 		
0x0775	0x1456      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,182 :: 		
L_end_Lcd_Init:
0x0776	0x0008      	RETURN
; end of _Lcd_Init
___CC2DW:
;__Lib_System.c,134 :: 		
;__Lib_System.c,137 :: 		
_CC2D_Loop1:
;__Lib_System.c,139 :: 		
0x0777	0x210F      	CALL       _____DoICP
0x0778	0x118A      	BCF        PCLATH, 3
0x0779	0x120A      	BCF        PCLATH, 4
;__Lib_System.c,141 :: 		
0x077A	0x0080      	MOVWF      INDF
;__Lib_System.c,142 :: 		
0x077B	0x0A84      	INCF       FSR, 1
;__Lib_System.c,143 :: 		
0x077C	0x0ACE      	INCF       ___DoICPAddr, 1
;__Lib_System.c,145 :: 		
0x077D	0x1903      	BTFSC      STATUS, 2
;__Lib_System.c,146 :: 		
0x077E	0x0ACF      	INCF       ___DoICPAddr+1, 1
;__Lib_System.c,147 :: 		
0x077F	0x03F0      	DECF       R0, 1
;__Lib_System.c,149 :: 		
0x0780	0x1D03      	BTFSS      STATUS, 2
;__Lib_System.c,150 :: 		
0x0781	0x2F77      	GOTO       _CC2D_Loop1
;__Lib_System.c,152 :: 		
L_end___CC2DW:
0x0782	0x0008      	RETURN
; end of ___CC2DW
0x07AC	0x3026      	MOVLW      38
0x07AD	0x0084      	MOVWF      FSR
0x07AE	0x3020      	MOVLW      32
0x07AF	0x1283      	BCF        STATUS, 5
0x07B0	0x1303      	BCF        STATUS, 6
0x07B1	0x00F0      	MOVWF      R0
0x07B2	0x3083      	MOVLW      131
0x07B3	0x00CE      	MOVWF      ___DoICPAddr
0x07B4	0x3007      	MOVLW      7
0x07B5	0x00CF      	MOVWF      79
0x07B6	0x2777      	CALL       1911
0x07B7	0x0008      	RETURN
_Celsius:
;MyProject.c,213 :: 		void Celsius()
;MyProject.c,215 :: 		store = average_temp();                       //atribui a média de 100 medidas à variável store
0x0800	0x118A      	BCF        PCLATH, 3
0x0801	0x2423      	CALL       _average_temp
0x0802	0x158A      	BSF        PCLATH, 3
0x0803	0x0870      	MOVF       R0, 0
0x0804	0x00CA      	MOVWF      _store
0x0805	0x0871      	MOVF       R0+1, 0
0x0806	0x00CB      	MOVWF      _store+1
0x0807	0x0872      	MOVF       R0+2, 0
0x0808	0x00CC      	MOVWF      _store+2
0x0809	0x0873      	MOVF       R0+3, 0
0x080A	0x00CD      	MOVWF      _store+3
;MyProject.c,216 :: 		t_Celsius = (store*vdd*factor)/ad_resolution; //converte o valor para escala Celsius
0x080B	0x3005      	MOVLW      5
0x080C	0x00F4      	MOVWF      R4
0x080D	0x01F5      	CLRF       R4+1
0x080E	0x01F6      	CLRF       R4+2
0x080F	0x01F7      	CLRF       R4+3
0x0810	0x118A      	BCF        PCLATH, 3
0x0811	0x24B0      	CALL       _Mul_32x32_U
0x0812	0x158A      	BSF        PCLATH, 3
0x0813	0x3064      	MOVLW      100
0x0814	0x00F4      	MOVWF      R4
0x0815	0x01F5      	CLRF       R4+1
0x0816	0x01F6      	CLRF       R4+2
0x0817	0x01F7      	CLRF       R4+3
0x0818	0x118A      	BCF        PCLATH, 3
0x0819	0x24B0      	CALL       _Mul_32x32_U
0x081A	0x158A      	BSF        PCLATH, 3
0x081B	0x0870      	MOVF       R0, 0
0x081C	0x00E4      	MOVWF      FLOC__Celsius+8
0x081D	0x0871      	MOVF       R0+1, 0
0x081E	0x00E5      	MOVWF      FLOC__Celsius+9
0x081F	0x0872      	MOVF       R0+2, 0
0x0820	0x00E6      	MOVWF      FLOC__Celsius+10
0x0821	0x0873      	MOVF       R0+3, 0
0x0822	0x00E7      	MOVWF      FLOC__Celsius+11
0x0823	0x30FF      	MOVLW      255
0x0824	0x00F4      	MOVWF      R4
0x0825	0x3003      	MOVLW      3
0x0826	0x00F5      	MOVWF      R4+1
0x0827	0x01F6      	CLRF       R4+2
0x0828	0x01F7      	CLRF       R4+3
0x0829	0x0864      	MOVF       FLOC__Celsius+8, 0
0x082A	0x00F0      	MOVWF      R0
0x082B	0x0865      	MOVF       FLOC__Celsius+9, 0
0x082C	0x00F1      	MOVWF      R0+1
0x082D	0x0866      	MOVF       FLOC__Celsius+10, 0
0x082E	0x00F2      	MOVWF      R0+2
0x082F	0x0867      	MOVF       FLOC__Celsius+11, 0
0x0830	0x00F3      	MOVWF      R0+3
0x0831	0x118A      	BCF        PCLATH, 3
0x0832	0x2152      	CALL       _Div_32x32_U
0x0833	0x158A      	BSF        PCLATH, 3
0x0834	0x0870      	MOVF       R0, 0
0x0835	0x00DC      	MOVWF      FLOC__Celsius
0x0836	0x0871      	MOVF       R0+1, 0
0x0837	0x00DD      	MOVWF      FLOC__Celsius+1
0x0838	0x0872      	MOVF       R0+2, 0
0x0839	0x00DE      	MOVWF      FLOC__Celsius+2
0x083A	0x0873      	MOVF       R0+3, 0
0x083B	0x00DF      	MOVWF      FLOC__Celsius+3
0x083C	0x085C      	MOVF       FLOC__Celsius, 0
0x083D	0x00C6      	MOVWF      _t_Celsius
0x083E	0x085D      	MOVF       FLOC__Celsius+1, 0
0x083F	0x00C7      	MOVWF      _t_Celsius+1
0x0840	0x085E      	MOVF       FLOC__Celsius+2, 0
0x0841	0x00C8      	MOVWF      _t_Celsius+2
0x0842	0x085F      	MOVF       FLOC__Celsius+3, 0
0x0843	0x00C9      	MOVWF      _t_Celsius+3
;MyProject.c,220 :: 		dezena = t_Celsius/10;
0x0844	0x300A      	MOVLW      10
0x0845	0x00F4      	MOVWF      R4
0x0846	0x01F5      	CLRF       R4+1
0x0847	0x01F6      	CLRF       R4+2
0x0848	0x01F7      	CLRF       R4+3
0x0849	0x085C      	MOVF       FLOC__Celsius, 0
0x084A	0x00F0      	MOVWF      R0
0x084B	0x085D      	MOVF       FLOC__Celsius+1, 0
0x084C	0x00F1      	MOVWF      R0+1
0x084D	0x085E      	MOVF       FLOC__Celsius+2, 0
0x084E	0x00F2      	MOVWF      R0+2
0x084F	0x085F      	MOVF       FLOC__Celsius+3, 0
0x0850	0x00F3      	MOVWF      R0+3
0x0851	0x118A      	BCF        PCLATH, 3
0x0852	0x2152      	CALL       _Div_32x32_U
0x0853	0x158A      	BSF        PCLATH, 3
0x0854	0x0870      	MOVF       R0, 0
0x0855	0x00E0      	MOVWF      FLOC__Celsius+4
0x0856	0x0871      	MOVF       R0+1, 0
0x0857	0x00E1      	MOVWF      FLOC__Celsius+5
0x0858	0x0872      	MOVF       R0+2, 0
0x0859	0x00E2      	MOVWF      FLOC__Celsius+6
0x085A	0x0873      	MOVF       R0+3, 0
0x085B	0x00E3      	MOVWF      FLOC__Celsius+7
0x085C	0x0860      	MOVF       FLOC__Celsius+4, 0
0x085D	0x00D1      	MOVWF      _dezena
;MyProject.c,221 :: 		unidade = t_Celsius % 10;
0x085E	0x300A      	MOVLW      10
0x085F	0x00F4      	MOVWF      R4
0x0860	0x01F5      	CLRF       R4+1
0x0861	0x01F6      	CLRF       R4+2
0x0862	0x01F7      	CLRF       R4+3
0x0863	0x085C      	MOVF       FLOC__Celsius, 0
0x0864	0x00F0      	MOVWF      R0
0x0865	0x085D      	MOVF       FLOC__Celsius+1, 0
0x0866	0x00F1      	MOVWF      R0+1
0x0867	0x085E      	MOVF       FLOC__Celsius+2, 0
0x0868	0x00F2      	MOVWF      R0+2
0x0869	0x085F      	MOVF       FLOC__Celsius+3, 0
0x086A	0x00F3      	MOVWF      R0+3
0x086B	0x118A      	BCF        PCLATH, 3
0x086C	0x2152      	CALL       _Div_32x32_U
0x086D	0x158A      	BSF        PCLATH, 3
0x086E	0x0878      	MOVF       R8, 0
0x086F	0x00F0      	MOVWF      R0
0x0870	0x0879      	MOVF       R8+1, 0
0x0871	0x00F1      	MOVWF      R0+1
0x0872	0x087A      	MOVF       R8+2, 0
0x0873	0x00F2      	MOVWF      R0+2
0x0874	0x087B      	MOVF       R8+3, 0
0x0875	0x00F3      	MOVWF      R0+3
0x0876	0x0870      	MOVF       R0, 0
0x0877	0x00D0      	MOVWF      _unidade
;MyProject.c,222 :: 		dec1 = (((store*vdd*factor)%ad_resolution)*10)/ad_resolution;
0x0878	0x30FF      	MOVLW      255
0x0879	0x00F4      	MOVWF      R4
0x087A	0x3003      	MOVLW      3
0x087B	0x00F5      	MOVWF      R4+1
0x087C	0x01F6      	CLRF       R4+2
0x087D	0x01F7      	CLRF       R4+3
0x087E	0x0864      	MOVF       FLOC__Celsius+8, 0
0x087F	0x00F0      	MOVWF      R0
0x0880	0x0865      	MOVF       FLOC__Celsius+9, 0
0x0881	0x00F1      	MOVWF      R0+1
0x0882	0x0866      	MOVF       FLOC__Celsius+10, 0
0x0883	0x00F2      	MOVWF      R0+2
0x0884	0x0867      	MOVF       FLOC__Celsius+11, 0
0x0885	0x00F3      	MOVWF      R0+3
0x0886	0x118A      	BCF        PCLATH, 3
0x0887	0x2152      	CALL       _Div_32x32_U
0x0888	0x158A      	BSF        PCLATH, 3
0x0889	0x0878      	MOVF       R8, 0
0x088A	0x00F0      	MOVWF      R0
0x088B	0x0879      	MOVF       R8+1, 0
0x088C	0x00F1      	MOVWF      R0+1
0x088D	0x087A      	MOVF       R8+2, 0
0x088E	0x00F2      	MOVWF      R0+2
0x088F	0x087B      	MOVF       R8+3, 0
0x0890	0x00F3      	MOVWF      R0+3
0x0891	0x300A      	MOVLW      10
0x0892	0x00F4      	MOVWF      R4
0x0893	0x01F5      	CLRF       R4+1
